iteration;acquisition_type;ground_truth_method;use_transfer_learning;prior_strength;outliers_enabled;outlier_fraction;outlier_type;outlier_magnitude;mse;rmse_h;r2;crps;coverage_high_region;posterior_mean;true_best;observed_best;true_value_at_best_observed;true_value_at_model_optimum;regret;exploitative_regret;CI_size_avg;coverage_95;seed;num_init;batch_size;noise_level;noise_strategy;gt_config
13;qUCB;linear;False;;False;0.0;none;0.0;0.0033965689247544163;0.11535011780320222;0.32423020135188574;0.03373079114770165;1.0;0.4997234583558545;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4896233567950551;0.04231741280024626;0.040488069761627665;0.07054160083804631;1.0;2;5;1;0.03;observation_noise;
14;qUCB;linear;False;;False;0.0;none;0.0;0.003401475798564987;0.11591729301191012;0.3232539464309877;0.03351762501281928;0.9473684210526315;0.4982582138333864;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4900533457185873;0.04188742387671407;0.040488069761627665;0.0666700778967233;1.0;2;5;1;0.03;observation_noise;
15;qUCB;linear;False;;False;0.0;none;0.0;0.0035063269645525356;0.11769463483390476;0.30239311513413747;0.03391715569082675;0.9473684210526315;0.49927227294238824;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.490756059955062;0.04118470964023935;0.040488069761627665;0.06340143922890733;1.0;2;5;1;0.03;observation_noise;
16;qUCB;linear;False;;False;0.0;none;0.0;0.0035170417824313105;0.11738012568711004;0.3002613314191891;0.033853044300948945;0.8421052631578947;0.4989418022755999;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49037639578116365;0.04156437381413769;0.040488069761627665;0.0602870447860885;1.0;2;5;1;0.03;observation_noise;
17;qUCB;linear;False;;False;0.0;none;0.0;0.003138467599890998;0.10882593017141508;0.3755811629244894;0.031961340786022446;0.8947368421052632;0.493589588447863;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4864637767885705;0.04547699280673084;0.040488069761627665;0.06310368453023163;1.0;2;5;1;0.03;observation_noise;
18;qUCB;linear;False;;False;0.0;none;0.0;0.003254760869072451;0.11796347289850281;0.3524438497005089;0.03236257738404216;0.7894736842105263;0.4897049353796857;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49420184881651574;0.0377389207787856;0.040488069761627665;0.06461451988621422;1.0;2;5;1;0.03;observation_noise;
19;qUCB;linear;False;;False;0.0;none;0.0;0.003278687321831003;0.11816393557369834;0.347683524053892;0.03238795312353693;0.7894736842105263;0.4905936789933309;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4959664662945684;0.035974303300732924;0.040488069761627665;0.0624250815914008;1.0;2;5;1;0.03;observation_noise;
20;qUCB;linear;False;;False;0.0;none;0.0;0.0032050940871377145;0.1165535891534126;0.3623253836752577;0.031985315745558865;0.7894736842105263;0.49024332217195193;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.494655782487226;0.03728498710807532;0.040488069761627665;0.060409480542445625;1.0;2;5;1;0.03;observation_noise;
21;qUCB;linear;False;;False;0.0;none;0.0;0.003130285152815767;0.11470538557461286;0.37720911475911245;0.031579278506334685;0.7368421052631579;0.4891603757996096;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.492956958202701;0.03898381139260032;0.040488069761627665;0.05862826044530247;1.0;2;5;1;0.03;observation_noise;
22;qUCB;linear;False;;False;0.0;none;0.0;0.0030663697569054127;0.11264912633023197;0.38992550449879004;0.03119597229077074;0.7368421052631579;0.48749551875166475;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4919213680116161;0.04001940158368522;0.040488069761627665;0.05658185141171911;1.0;2;5;1;0.03;observation_noise;
23;qUCB;linear;False;;False;0.0;none;0.0;0.0030377650068409553;0.11173816597239823;0.39561660826252;0.030989737195987424;0.7368421052631579;0.4871127302984071;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49221334076610757;0.03972742882919378;0.040488069761627665;0.05438306686927969;1.0;2;5;1;0.03;observation_noise;
24;qUCB;linear;False;;False;0.0;none;0.0;0.0030301532949641315;0.11117303193775425;0.39713100856362393;0.030881100184876734;0.7368421052631579;0.4854618439549477;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.491426082882749;0.04051468671255232;0.040488069761627665;0.05248885644088872;1.0;2;5;1;0.03;observation_noise;
25;qUCB;linear;False;;False;0.0;none;0.0;0.002995742412662394;0.10998754005435171;0.40397728064568705;0.030657451344118722;0.7368421052631579;0.4850679585525986;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4921692845112846;0.03977148508401673;0.040488069761627665;0.05081175161841416;1.0;2;5;1;0.03;observation_noise;
26;qUCB;linear;False;;False;0.0;none;0.0;0.0029897090954704585;0.1097275835680178;0.40517764890974906;0.03066955812169265;0.7368421052631579;0.4885053588666624;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4937847215443553;0.03815604805094602;0.040488069761627665;0.05102440296001926;1.0;2;5;1;0.03;observation_noise;
27;qUCB;linear;False;;False;0.0;none;0.0;0.0029657556895908914;0.10900316920757545;0.40994333705763264;0.03051643097782067;0.7368421052631579;0.4894235813581553;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49442322082143675;0.037517548773864595;0.040488069761627665;0.049715375518373406;1.0;2;5;1;0.03;observation_noise;
28;qUCB;linear;False;;False;0.0;none;0.0;0.002956640492013196;0.10887331143237018;0.4117568657591478;0.030426998948664248;0.7368421052631579;0.48926249149770595;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49424219244044065;0.03769857715486069;0.040488069761627665;0.04837306543698499;1.0;2;5;1;0.03;observation_noise;
29;qUCB;linear;False;;False;0.0;none;0.0;0.002937078059328248;0.10829588025044888;0.415648940817666;0.030303218948925688;0.7368421052631579;0.4900308194598919;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4947149635242874;0.037225806071013945;0.040488069761627665;0.047144949377941905;1.0;2;5;1;0.03;observation_noise;
30;qUCB;linear;False;;False;0.0;none;0.0;0.0029072505589055357;0.10702482917485046;0.42158331883306;0.03014144611898134;0.6842105263157895;0.4915944880086372;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4958118277057314;0.03612894188956994;0.040488069761627665;0.046333767031531393;1.0;2;5;1;0.03;observation_noise;
31;qUCB;linear;False;;False;0.0;none;0.0;0.003083532407718534;0.11243552276929167;0.38651088187779037;0.031020678470897352;0.6842105263157895;0.48853167851192225;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49309308885447956;0.03884768074082179;0.040488069761627665;0.046812361021024367;1.0;2;5;1;0.03;observation_noise;
32;qUCB;linear;False;;False;0.0;none;0.0;0.003041192301506396;0.11055486470436805;0.39493472537502927;0.030747095838896336;0.6842105263157895;0.4861043127760228;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49281004499063663;0.03913072460466471;0.040488069761627665;0.04647276669282505;1.0;2;5;1;0.03;observation_noise;
33;qUCB;linear;False;;False;0.0;none;0.0;0.0030423672693415294;0.11122426126119662;0.3947009577716165;0.03074687892982128;0.631578947368421;0.487184686963582;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49285254472648543;0.03908822486881591;0.040488069761627665;0.04555762961452356;1.0;2;5;1;0.03;observation_noise;
34;qUCB;linear;False;;False;0.0;none;0.0;0.003023567838526293;0.11085922825541085;0.3984412285737554;0.03063758329354379;0.631578947368421;0.4872692331735569;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.4928199841172034;0.03912078547809794;0.040488069761627665;0.044415235336037286;1.0;2;5;1;0.03;observation_noise;
35;qUCB;linear;False;;False;0.0;none;0.0;0.003012070365002686;0.11029951096499147;0.4007287267933217;0.030564542085320962;0.5789473684210527;0.4868544776068606;0.5319407695953013;0.5565743277839923;0.4914526998336737;0.49277021391599396;0.039170555679307384;0.040488069761627665;0.043337584485901935;0.9743589743589743;2;5;1;0.03;observation_noise;
36;qUCB;linear;False;;;;;;;;;;;;0.5319407695953013;0.5565743277839923;;0.4926987214551962;0.039242048140105124;;;;2;5;1;0.03;observation_noise;
1;qEI;linear;False;;False;0.0;none;0.0;0.00443299345073858;0.13188700546804275;0.11507476188738974;0.04055682791664275;1.0;0.39064556655480936;0.5319833643183636;0.4780161337226779;0.46957250371789905;0.5139681925581656;0.018015171760197957;0.062410860600464524;0.14403747966784697;0.8;2;5;1;0.03;observation_noise;
2;qEI;linear;False;;False;0.0;none;0.0;0.0037328264231917935;0.11768762218991155;0.25484385481650473;0.038514279968143814;1.0;0.4314474914987945;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.4737840670451493;0.05819929727321427;0.031800134442422245;0.1501106684648291;0.8333333333333334;2;5;1;0.03;observation_noise;
3;qEI;linear;False;;False;0.0;none;0.0;0.003590028616014503;0.11075001171183099;0.28334951017615084;0.03892923597234866;1.0;0.5111139758623292;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.49773484839636606;0.03424851592199751;0.031800134442422245;0.1568383191780069;0.8571428571428571;2;5;1;0.03;observation_noise;
4;qEI;linear;False;;False;0.0;none;0.0;0.0036788572874137913;0.11409285848996985;0.2656173086597815;0.03809951245535406;1.0;0.5046463001083126;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.49739376523735424;0.03458959908100934;0.031800134442422245;0.14537325975263765;0.875;2;5;1;0.03;observation_noise;
5;qEI;linear;False;;False;0.0;none;0.0;0.003591326338815116;0.10968514954589267;0.2830904555055095;0.03766289841117616;1.0;0.5092815275595467;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.49703110075486145;0.03495226356350212;0.031800134442422245;0.13972337908902316;0.8888888888888888;2;5;1;0.03;observation_noise;
6;qEI;linear;False;;False;0.0;none;0.0;0.0037045207072642986;0.11012201991821215;0.2604943126133492;0.03718222087949205;1.0;0.5075807310001247;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.49433456717642255;0.037648797141941026;0.031800134442422245;0.13206194101465035;0.9;2;5;1;0.03;observation_noise;
7;qEI;linear;False;;False;0.0;none;0.0;0.003750046989518545;0.11081194040040881;0.25140624230331776;0.03670869565307642;1.0;0.5059666798477447;0.5319833643183636;0.5282449131012601;0.5001832298759413;0.49533852910739207;0.036644835210971505;0.031800134442422245;0.12370158669449743;0.9090909090909091;2;5;1;0.03;observation_noise;
8;qEI;linear;False;;False;0.0;none;0.0;0.0037784634169115983;0.11206425473627306;0.24573368400686513;0.0361613293318601;1.0;0.5157310357011128;0.5319833643183636;0.5473382714103456;0.5160137854193578;0.5096123888351385;0.022370975483225086;0.015969578899005743;0.11770724510963254;0.9166666666666666;2;5;1;0.03;observation_noise;
9;qEI;linear;False;;False;0.0;none;0.0;0.00404595993746291;0.11594508204779119;0.192335359652534;0.03718655101918715;0.967741935483871;0.5320747115504019;0.5319833643183636;0.5473382714103456;0.5160137854193578;0.515112042150318;0.016871322168045544;0.015969578899005743;0.11219219121703229;0.9230769230769231;2;5;1;0.03;observation_noise;
10;qEI;linear;False;;False;0.0;none;0.0;0.00410419470805511;0.11625036920243279;0.1807103891206805;0.03706597755936741;0.967741935483871;0.5273662774881215;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5147766711536197;0.01720669316474388;0.01262671017219108;0.10515197185785109;0.7857142857142857;2;5;1;0.03;observation_noise;
11;qEI;linear;False;;False;0.0;none;0.0;0.004623974896864178;0.12313573319662956;0.07695056802925815;0.03891575782837159;0.967741935483871;0.5391064890054642;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5170427802789105;0.014940584039453086;0.01262671017219108;0.09915990923411622;0.8;2;5;1;0.03;observation_noise;
12;qEI;linear;False;;False;0.0;none;0.0;0.003482301010783638;0.10501294130750917;0.3048543641240721;0.03492046015149701;0.967741935483871;0.5333345322999004;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5132128083765113;0.018770555941852285;0.01262671017219108;0.09354083041197636;0.8125;2;5;1;0.03;observation_noise;
13;qEI;linear;False;;False;0.0;none;0.0;0.005150912047868139;0.12889910129122023;-0.028237943752745576;0.04027006071653174;0.7741935483870968;0.5272590372910008;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5153549611118329;0.016628403206530695;0.01262671017219108;0.09163448694168815;0.8235294117647058;2;5;1;0.03;observation_noise;
14;qEI;linear;False;;False;0.0;none;0.0;0.005457175652478897;0.12895335477685527;-0.08937505037090387;0.04106912134359339;0.7096774193548387;0.5265699040387146;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5153336984579648;0.016649665860398732;0.01262671017219108;0.08867777398295967;0.8333333333333334;2;5;1;0.03;observation_noise;
15;qEI;linear;False;;False;0.0;none;0.0;0.0049745019969435;0.12567029260792342;0.006977471757045883;0.0391172078894374;0.7419354838709677;0.5263630990368696;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5146016103863087;0.017381753932054878;0.01262671017219108;0.08884100320166995;0.8421052631578947;2;5;1;0.03;observation_noise;
16;qEI;linear;False;;False;0.0;none;0.0;0.005104884914621437;0.12627918939347516;-0.019049892315134764;0.03938282646261723;0.6774193548387096;0.5262258203364307;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5143769053088304;0.01760645900953317;0.01262671017219108;0.08564247641895634;0.85;2;5;1;0.03;observation_noise;
17;qEI;linear;False;;False;0.0;none;0.0;0.0052150731711475785;0.12592663368840182;-0.041045947627908363;0.039651195781746855;0.5483870967741935;0.5269137734082556;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5145968348433505;0.01738652947501307;0.01262671017219108;0.08345014272124573;0.8571428571428571;2;5;1;0.03;observation_noise;
18;qEI;linear;False;;False;0.0;none;0.0;0.0053502312442174245;0.12732399244922118;-0.06802654016053378;0.03994012681380897;0.5161290322580645;0.526802901001922;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5146391269719826;0.01734423734638102;0.01262671017219108;0.0827581635740139;0.8636363636363636;2;5;1;0.03;observation_noise;
19;qEI;linear;False;;False;0.0;none;0.0;0.0055237160954402864;0.12797677272204813;-0.10265801999088264;0.04048121333596448;0.5161290322580645;0.5267336766971389;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5149396243997857;0.017043739918577883;0.01262671017219108;0.08170285044924609;0.8695652173913043;2;5;1;0.03;observation_noise;
20;qEI;linear;False;;False;0.0;none;0.0;0.005750601981042289;0.13042136995656806;-0.1479495478426307;0.0412221820313432;0.4838709677419355;0.528524229343964;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5172304024810586;0.014752961837305012;0.01262671017219108;0.07943064897897334;0.8333333333333334;2;5;1;0.03;observation_noise;
21;qEI;linear;False;;False;0.0;none;0.0;0.005632490965066754;0.1301948689204122;-0.12437193147632208;0.04034252654994677;0.4838709677419355;0.5278942552836251;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5173322778180205;0.01465108650034308;0.01262671017219108;0.08157586293207192;0.84;2;5;1;0.03;observation_noise;
22;qEI;linear;False;;False;0.0;none;0.0;0.005965497717947949;0.1343923988129469;-0.19084757222814885;0.04168501191373479;0.4838709677419355;0.5286589185546116;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5120052553975141;0.019978108920849502;0.01262671017219108;0.08234879147868458;0.8461538461538461;2;5;1;0.03;observation_noise;
23;qEI;linear;False;;False;0.0;none;0.0;0.00594598291902686;0.13397575941685078;-0.18695197926734997;0.04156060923756992;0.4838709677419355;0.5280958354347179;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5161994217830967;0.015783942535266826;0.01262671017219108;0.07922689128363339;0.8148148148148148;2;5;1;0.03;observation_noise;
24;qEI;linear;False;;False;0.0;none;0.0;0.005616707876175545;0.13103605420054393;-0.12122127180348219;0.04038220876833487;0.4838709677419355;0.5290320673277176;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5169505410560705;0.015032823262293049;0.01262671017219108;0.07900972384814142;0.8571428571428571;2;5;1;0.03;observation_noise;
25;qEI;linear;False;;False;0.0;none;0.0;0.004775066835007318;0.12097796413921447;0.04678921750528264;0.036954631748681764;0.4838709677419355;0.5285542168501608;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5196746963751613;0.01230866794320229;0.01262671017219108;0.08199487472600146;0.8620689655172413;2;5;1;0.03;observation_noise;
26;qEI;linear;False;;False;0.0;none;0.0;0.0048205746047076965;0.12125069858674245;0.03770484271754826;0.03711434465943541;0.4838709677419355;0.5279563339211117;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5193737509950915;0.01260961332327204;0.01262671017219108;0.07900897895225413;0.8666666666666667;2;5;1;0.03;observation_noise;
27;qEI;linear;False;;False;0.0;none;0.0;0.003978259161427005;0.10695737441300411;0.20584995786246374;0.0338782385026144;0.5806451612903226;0.5267937755120988;0.5319833643183636;0.5548877429133672;0.5193566541461725;0.5249889563657293;0.006994407952634285;0.01262671017219108;0.07900873450110334;0.9032258064516129;2;5;1;0.03;observation_noise;
28;qEI;linear;False;;False;0.0;none;0.0;0.004448939157513177;0.11394366241958932;0.11189164002601348;0.03557741044351443;0.5161290322580645;0.5153370588570819;0.5319833643183636;0.5556905544601737;0.5462436491383502;0.5256637713750508;0.006319592943312746;0.014260284819986646;0.07791013309769991;0.90625;2;5;1;0.03;observation_noise;
29;qEI;linear;False;;False;0.0;none;0.0;0.003991579356552678;0.10684839590409098;0.20319094720199704;0.03387315022980911;0.5806451612903226;0.5329978852813632;0.5319833643183636;0.5556905544601737;0.5462436491383502;0.5401078998232347;0.008124535504871133;0.014260284819986646;0.07693587983426033;0.9090909090909091;2;5;1;0.03;observation_noise;
30;qEI;linear;False;;False;0.0;none;0.0;0.004228263820851057;0.11031082537527341;0.15594340256781714;0.03474057321688419;0.5161290322580645;0.5231558060213979;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5316603234059976;0.00032304091236601273;0.0023825404140589423;0.07540431680068864;0.9117647058823529;2;5;1;0.03;observation_noise;
31;qEI;linear;False;;False;0.0;none;0.0;0.0036883600002945984;0.10073167585008179;0.2637203533513176;0.03273072305708692;0.6129032258064516;0.5453068382299582;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5345694267851472;0.002586062466783612;0.0023825404140589423;0.07888862687897934;0.9428571428571428;2;5;1;0.03;observation_noise;
32;qEI;linear;False;;False;0.0;none;0.0;0.003721788938358369;0.1007776304886944;0.25704718514011593;0.03266978199272555;0.6129032258064516;0.5450569283430279;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5345942378430493;0.0026108735246856973;0.0023825404140589423;0.07925174103018502;0.9444444444444444;2;5;1;0.03;observation_noise;
33;qEI;linear;False;;False;0.0;none;0.0;0.0035102462571787252;0.09546007274465024;0.29927586415670393;0.03206168068289119;0.7741935483870968;0.5466988603230166;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5343041474588026;0.002320783140439042;0.0023825404140589423;0.08362643834038275;0.9459459459459459;2;5;1;0.03;observation_noise;
34;qEI;linear;False;;False;0.0;none;0.0;0.0032126475032588087;0.09048524800676788;0.3586832716119803;0.030668045860723143;0.8064516129032258;0.5469431026653361;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5339084078115114;0.0019250434931478155;0.0023825404140589423;0.08360666542100284;0.9473684210526315;2;5;1;0.03;observation_noise;
35;qEI;linear;False;;False;0.0;none;0.0;0.0018636532305046057;0.05127155549276904;0.6279728817355117;0.02491371828145797;0.967741935483871;0.5480044331876941;0.5319833643183636;0.5931206589563103;0.5343659047324225;0.5323888019656211;0.00040543764725753384;0.0023825404140589423;0.08465787371463145;0.9487179487179487;2;5;1;0.03;observation_noise;
36;qEI;linear;False;;;;;;;;;;;;0.5319833643183636;0.5931206589563103;;0.5322623251374603;0.00027896081909672965;;;;2;5;1;0.03;observation_noise;
1;Random;linear;False;;False;0.0;none;0.0;0.005803614893178429;0.1727968114576577;-0.15998567109084827;0.04490277068964363;0.0;0.38479038552798345;0.5319833643183636;0.39257978694996987;0.3612458806199397;0.35964111401738563;0.17234225030097794;0.1707374836984239;;;2;5;1;0.03;observation_noise;
2;Random;linear;False;;False;0.0;none;0.0;0.005441536745808773;0.1658036691273325;-0.08761604104223908;0.04299243330889665;0.0;0.3861829950231901;0.5319833643183636;0.39257978694996987;0.3612458806199397;0.36732610539082944;0.16465725892753413;0.1707374836984239;;;2;5;1;0.03;observation_noise;
3;Random;linear;False;;False;0.0;none;0.0;0.003348456898156562;0.11524889619146045;0.3307340177425685;0.032090147705735025;0.5172413793103449;0.4368400209624945;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4560924893143789;0.07589087500398467;0.07529680386498744;;;2;5;1;0.03;observation_noise;
4;Random;linear;False;;False;0.0;none;0.0;0.003301637555368497;0.10264942742805859;0.34009193823930606;0.03196949460279788;0.6551724137931034;0.4386178984058978;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4579083527885721;0.07407501152979146;0.07529680386498744;;;2;5;1;0.03;observation_noise;
5;Random;linear;False;;False;0.0;none;0.0;0.0034157491295372373;0.0943950065756305;0.3172841204606067;0.0325063582470391;0.8275862068965517;0.4399156325866067;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.46861957708679763;0.06336378723156594;0.07529680386498744;;;2;5;1;0.03;observation_noise;
6;Random;linear;False;;False;0.0;none;0.0;0.003632578333127703;0.09363786416183091;0.2739458263338521;0.033232006025580504;0.8275862068965517;0.44038004398507846;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4680245112675409;0.06395885305082266;0.07529680386498744;;;2;5;1;0.03;observation_noise;
7;Random;linear;False;;False;0.0;none;0.0;0.002487013243813024;0.09320276718297743;0.502913308388675;0.027454971592947255;0.9310344827586207;0.4405723977778387;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.46344268331127725;0.06854068100708632;0.07529680386498744;;;2;5;1;0.03;observation_noise;
8;Random;linear;False;;False;0.0;none;0.0;0.001715882718943417;0.08725408731558068;0.6570414467737539;0.023261376662070468;1.0;0.43980540156610726;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4691978203887966;0.06278554392956698;0.07529680386498744;;;2;5;1;0.03;observation_noise;
9;Random;linear;False;;False;0.0;none;0.0;0.0015466807541661912;0.08383209369220776;0.6908603438361172;0.022088440387705736;1.0;0.4399840912367564;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.47107938223871393;0.06090398207964964;0.07529680386498744;;;2;5;1;0.03;observation_noise;
10;Random;linear;False;;False;0.0;none;0.0;0.0015648203501808797;0.08596339312235514;0.6872347291384315;0.021898791806639263;1.0;0.43944578809930274;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4700051101094568;0.06197825420890679;0.07529680386498744;;;2;5;1;0.03;observation_noise;
11;Random;linear;False;;False;0.0;none;0.0;0.0018614700457329004;0.08982778586776102;0.6279424772389692;0.023721033227911865;1.0;0.4393905591788631;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.46633082613762145;0.06565253818074213;0.07529680386498744;;;2;5;1;0.03;observation_noise;
12;Random;linear;False;;False;0.0;none;0.0;0.0016966727881379583;0.07843149823643367;0.660880992451254;0.02271679881621124;1.0;0.4441838068546654;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.48239898092640265;0.04958438339196092;0.07529680386498744;;;2;5;1;0.03;observation_noise;
13;Random;linear;False;;False;0.0;none;0.0;0.001870194089586249;0.07972703166032344;0.6261987767953462;0.023762192892117336;1.0;0.44391503682294375;0.5319833643183636;0.4476982740740564;0.45668656045337613;0.4813820363102561;0.05060132800810746;0.07529680386498744;;;2;5;1;0.03;observation_noise;
