iteration;acquisition_type;ground_truth_method;use_transfer_learning;prior_strength;outliers_enabled;outlier_fraction;outlier_type;outlier_magnitude;mse;rmse_h;r2;crps;coverage_high_region;posterior_mean;true_best;observed_best;true_value_at_best_observed;true_value_at_model_optimum;regret;exploitative_regret;CI_size_avg;coverage_95;seed;num_init;batch_size;noise_level;noise_strategy;gt_config
11;qUCB;linear;False;;True;0.05;random;3.0;0.0036821126171103003;0.23086244814524867;0.3441428362304936;0.03484469207812408;0.7;0.47540902222092457;0.5297736425260499;0.49534834605821676;0.447051544361451;0.46049199977205757;0.06928164275399229;0.08272209816459886;0.051430117516682874;0.8;0;5;1;0.03;observation_noise;
12;qUCB;linear;False;;True;0.05;random;3.0;0.0034773061813971073;0.32076401028607204;0.38560625544867033;0.033215370418922446;0.0;0.47165759099015897;0.5297736425260499;0.49534834605821676;0.447051544361451;0.4714374685275219;0.058336173998527974;0.08272209816459886;0.05144501496260839;0.6875;0;5;1;0.03;observation_noise;
13;qUCB;linear;False;;True;0.05;random;3.0;0.0036860373102808592;0.2908789567365945;0.3358734162013237;0.034061677017698105;0.0;0.46897588189401895;0.5297736425260499;0.49534834605821676;0.447051544361451;0.44967801074242975;0.08009563178362011;0.08272209816459886;0.05375418091299229;0.8823529411764706;0;5;1;0.03;observation_noise;
14;qUCB;linear;False;;True;0.05;random;3.0;0.0037787006940454724;0.20347229838760386;0.3081611269916381;0.03634680632767996;0.0;0.4680693761845858;0.5297736425260499;0.49534834605821676;0.447051544361451;0.46269151157736493;0.06708213094868493;0.08272209816459886;0.05406581626401924;0.8888888888888888;0;5;1;0.03;observation_noise;
15;qUCB;linear;False;;True;0.05;random;3.0;0.003677760132317762;0.1533590360185431;0.3528746006778578;0.03253637913204824;0.3333333333333333;0.4638270944812265;0.5297736425260499;0.49534834605821676;0.447051544361451;0.46772180277219494;0.06205183975385492;0.08272209816459886;0.05315845673304418;1.0;0;5;1;0.03;observation_noise;
16;qUCB;linear;False;;True;0.05;random;3.0;0.0039206563908035594;0.26127762960259293;0.3481208026642909;0.03405689860478843;0.0;0.46381516363463926;0.5297736425260499;0.49534834605821676;0.447051544361451;0.4639889827407954;0.06578465978525444;0.08272209816459886;0.05072044572821549;0.85;0;5;1;0.03;observation_noise;
17;qUCB;linear;False;;True;0.05;random;3.0;0.0038408087427809702;0.24383835985992697;0.3363231974396351;0.03257112834565258;0.0;0.46324743881041747;0.5297736425260499;0.49534834605821676;0.447051544361451;0.4643467941705681;0.06542684835548174;0.08272209816459886;0.047912247431924716;0.9523809523809523;0;5;1;0.03;observation_noise;
18;qUCB;linear;False;;True;0.05;random;3.0;0.004111507030251873;0.18297601010055967;0.33162857447544003;0.03208611331763013;0.5217391304347826;0.4630440996228014;0.5297736425260499;0.49534834605821676;0.447051544361451;0.4644804952137467;0.06529314731230318;0.08272209816459886;0.04523341503754777;0.8636363636363636;0;5;1;0.03;observation_noise;
19;qUCB;linear;False;;True;0.05;random;3.0;0.0034741902368494787;0.11628452827566862;0.3624107620901392;0.03350168583820631;0.0;0.46393349926564353;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.46356261619843697;0.06621102632761289;0.07084471094049144;0.04286429159407582;0.9130434782608695;0;5;1;0.03;observation_noise;
20;qUCB;linear;False;;True;0.05;random;3.0;0.003996264823715776;0.2193523934562461;0.3299305131303266;0.03600381410880618;0.0;0.46946443897924883;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4538464590957688;0.07592718343028104;0.07084471094049144;0.047304717386459326;0.9166666666666666;0;5;1;0.03;observation_noise;
21;qUCB;linear;False;;True;0.05;random;3.0;0.004140174625644192;0.27808305759181495;0.3048909525042903;0.03502519811494732;0.0;0.4721073821190572;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4471141412577257;0.08265950126832416;0.07084471094049144;0.046398693138515454;0.84;0;5;1;0.03;observation_noise;
22;qUCB;linear;False;;True;0.05;random;3.0;0.003898782048674824;0.16087327810371058;0.3257601530554757;0.0330278304841145;0.0;0.4705269241179614;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.45213415873212576;0.0776394837939241;0.07084471094049144;0.04530111535077996;0.8461538461538461;0;5;1;0.03;observation_noise;
23;qUCB;linear;False;;True;0.05;random;3.0;0.004022096875685088;0.30890853388783246;0.3264128145654266;0.03346461930885224;0.0;0.4693008367492515;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.45489830208891024;0.07487534043713961;0.07084471094049144;0.04375385718644223;0.8148148148148148;0;5;1;0.03;observation_noise;
24;qUCB;linear;False;;True;0.05;random;3.0;0.00428369656185367;0.44858324283879686;0.3091706739153913;0.03340453264122689;0.0;0.4691534233233139;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4553203687504683;0.07445327377558159;0.07084471094049144;0.042038464821590404;0.8214285714285714;0;5;1;0.03;observation_noise;
25;qUCB;linear;False;;True;0.05;random;3.0;0.003759145363142274;0.23622080666607082;0.3414507579115019;0.033996977583229775;0.0;0.46796487964726025;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4574510386752938;0.07232260385075606;0.07084471094049144;0.040620867208933945;0.7586206896551724;0;5;1;0.03;observation_noise;
26;qUCB;linear;False;;True;0.05;random;3.0;0.003968859012809044;0.28470999450615414;0.32621468054026437;0.032313052325985296;0.0;0.4673135682879619;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4584123010616617;0.07136134146438816;0.07084471094049144;0.03909611692665931;0.6666666666666666;0;5;1;0.03;observation_noise;
27;qUCB;linear;False;;True;0.05;random;3.0;0.003582257036415053;0.19804921631207503;0.3558838496695038;0.03181637627434096;0.0;0.46422544451131653;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4621344488297666;0.06763919369628324;0.07084471094049144;0.04006580362062861;0.8709677419354839;0;5;1;0.03;observation_noise;
28;qUCB;linear;False;;True;0.05;random;3.0;0.003322173080109376;0.14721374425073647;0.38188082502566834;0.03272633975322166;0.0;0.4654247066170184;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4642472620592307;0.06552638046681913;0.07084471094049144;0.039519062168867816;0.84375;0;5;1;0.03;observation_noise;
29;qUCB;linear;False;;True;0.05;random;3.0;0.003448852788573724;0.24801313708159312;0.36778254622513895;0.032952580727391836;0.0;0.46626954329350523;0.5297736425260499;0.5307752985060219;0.42692163944223527;0.4668869757528332;0.06288666677321664;0.10285200308381459;0.038805984732032485;0.9090909090909091;0;5;1;0.03;observation_noise;
30;qUCB;linear;False;;True;0.05;random;3.0;0.0035822712848198024;0.3020079250561852;0.35479916469766737;0.03419578327790257;0.0;0.4662705749403342;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4668632517528306;0.06291039077321925;0.07084471094049144;0.037698656469020465;0.8823529411764706;0;5;1;0.03;observation_noise;
31;qUCB;linear;False;;True;0.05;random;3.0;0.003969815556809011;0.29143943797248073;0.3202715859974331;0.03261721701624167;0.0;0.46675956708923144;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4693477124664075;0.06042593005964236;0.07084471094049144;0.036928479003981704;0.7428571428571429;0;5;1;0.03;observation_noise;
32;qUCB;linear;False;;True;0.05;random;3.0;0.00371900488630932;0.16806814618473379;0.36080568806236524;0.03383914673407746;0.0;0.46689651847645414;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4705031635567322;0.05927047896931764;0.07084471094049144;0.035998008597460635;0.8333333333333334;0;5;1;0.03;observation_noise;
33;qUCB;linear;False;;True;0.05;random;3.0;0.0038613361914367258;0.1866397934831436;0.32458492013434537;0.033372455081586566;0.125;0.4670822032943941;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.47203606575398216;0.0577375767720677;0.07084471094049144;0.035154034821020495;0.7027027027027027;0;5;1;0.03;observation_noise;
34;qUCB;linear;False;;True;0.05;random;3.0;0.003444193899134495;0.11341318455591759;0.3515486870409341;0.03302474946143635;0.0;0.46702037047550843;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.471256472164747;0.058517170361302884;0.07084471094049144;0.034290536174885915;0.7368421052631579;0;5;1;0.03;observation_noise;
35;qUCB;linear;False;;True;0.05;random;3.0;0.004014328776615137;0.39900599819582155;0.314590458976049;0.03545967790035037;0.0;0.46700387925156384;0.5297736425260499;0.5307752985060219;0.4589289315855584;0.4708937823904116;0.058879860135638284;0.07084471094049144;0.033405922305846374;0.8205128205128205;0;5;1;0.03;observation_noise;
36;qUCB;linear;False;;;;;;;;;;;;0.5297736425260499;0.5307752985060219;;0.4686045411591674;0.06116910136688247;;;;0;5;1;0.03;observation_noise;
1;qEI;linear;False;;True;0.05;random;3.0;0.005389928585972992;0.34967172423578297;0.13716862344211078;0.03992975087413688;0.9545454545454546;0.46066550213315616;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.515822268157297;0.016161096161066535;0.004326850123266279;0.13487222386385456;1.0;0;5;1;0.03;observation_noise;
2;qEI;linear;False;;True;0.05;random;3.0;0.0044516256182142895;0.19258411002371212;0.27045191615761943;0.04177004995968618;1.0;0.5422047785564431;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5363756253118172;0.004392260993453578;0.004326850123266279;0.16129495056368617;1.0;0;5;1;0.03;observation_noise;
3;qEI;linear;False;;True;0.05;random;3.0;0.004971914243196105;0.35020074095177933;0.21537969164972448;0.04109700823789561;0.0;0.5385182889375948;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5348018647935254;0.002818500475161856;0.004326850123266279;0.15205773604830927;0.8571428571428571;0;5;1;0.03;observation_noise;
4;qEI;linear;False;;True;0.05;random;3.0;0.004643517511254275;0.2574537285663028;0.19439536676736702;0.0420302481624117;0.0;0.5426373337789394;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5289059062451682;0.0030774580731953716;0.004326850123266279;0.14764910588331465;0.875;0;5;1;0.03;observation_noise;
5;qEI;linear;False;;True;0.05;random;3.0;0.004591469847597916;0.32680435319324425;0.23279000066557554;0.04007609495728014;0.0;0.5422848052517432;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5202153557351723;0.01176800858319127;0.004326850123266279;0.14365859155257543;1.0;0;5;1;0.03;observation_noise;
6;qEI;linear;False;;True;0.05;random;3.0;0.0038375609785837638;0.08572040420000734;0.2487040987578243;0.03897121685746896;0.0;0.5408907736321863;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5220020070740172;0.009981357244346345;0.004326850123266279;0.13479517557407875;1.0;0;5;1;0.03;observation_noise;
7;qEI;linear;False;;True;0.05;random;3.0;0.004437452787961876;0.13484526623998094;0.23789080474097724;0.03960576007320882;0.0;0.5400068227152787;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.521683841838803;0.010299522479560563;0.004326850123266279;0.12572517027233995;1.0;0;5;1;0.03;observation_noise;
8;qEI;linear;False;;True;0.05;random;3.0;0.003911773486287961;0.29274490878325027;0.302683824400409;0.0367739004964483;0.0;0.5457446844624121;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5246917186303015;0.007291645688062065;0.004326850123266279;0.12502378311722243;0.9166666666666666;0;5;1;0.03;observation_noise;
9;qEI;linear;False;;True;0.05;random;3.0;0.003804681517938849;0.09722463127458505;0.2990839417444966;0.03802402935622777;0.8;0.5368894680575442;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.526679537991732;0.005303826326631622;0.004326850123266279;0.12139394641161219;0.9230769230769231;0;5;1;0.03;observation_noise;
10;qEI;linear;False;;True;0.05;random;3.0;0.0044682925746286906;0.3391061131819725;0.26842482451064165;0.036403732323435446;0.9230769230769231;0.5360682236779696;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5264408924449994;0.0055424718733642075;0.004326850123266279;0.1148571585138808;0.9285714285714286;0;5;1;0.03;observation_noise;
11;qEI;linear;False;;True;0.05;random;3.0;0.003283813940506648;0.35710580939011527;0.4098960310689428;0.03367983180012516;0.9090909090909091;0.5326165969969588;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5245459414052331;0.0074374229131304315;0.004326850123266279;0.11235383815562673;1.0;0;5;1;0.03;observation_noise;
12;qEI;linear;False;;True;0.05;random;3.0;0.0027048922308484397;0.3188490996659051;0.5124532157999017;0.032677549398542685;0.0;0.5311715452355183;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5218809067656025;0.010102457552761068;0.004326850123266279;0.1097211623663219;0.9375;0;5;1;0.03;observation_noise;
13;qEI;linear;False;;True;0.05;random;3.0;0.0032759400432526226;0.20457312474819359;0.454447540255131;0.031030981209297537;0.0;0.5313926294160605;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5215448604435267;0.010438503874836913;0.004326850123266279;0.10525870527791992;1.0;0;5;1;0.03;observation_noise;
14;qEI;linear;False;;True;0.05;random;3.0;0.0025672029050330795;0.1643366613994969;0.5317587187111981;0.033730848113092265;0.0;0.531044704480676;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5222708419903721;0.009712522327991469;0.004326850123266279;0.09877763489758956;1.0;0;5;1;0.03;observation_noise;
15;qEI;linear;False;;True;0.05;random;3.0;0.002515082780368332;0.12402186032960417;0.5604663715794032;0.029007375087304582;0.75;0.52830809630119;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.517526493643264;0.014456870675099598;0.004326850123266279;0.09583625983928458;1.0;0;5;1;0.03;observation_noise;
16;qEI;linear;False;;True;0.05;random;3.0;0.002744888128271743;0.22671528894019968;0.5156138136985517;0.03068109459713841;0.0;0.5284119750228229;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5177211823188652;0.014262181999498358;0.004326850123266279;0.0915488636808158;0.9;0;5;1;0.03;observation_noise;
17;qEI;linear;False;;True;0.05;random;3.0;0.002712383051040552;0.17465581278850678;0.5275938013243793;0.028884916943125862;0.0;0.5272070040635383;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5164901898081473;0.015493174510216257;0.004326850123266279;0.08825723368608675;1.0;0;5;1;0.03;observation_noise;
18;qEI;linear;False;;True;0.05;random;3.0;0.0030466578914639052;0.1647899056099894;0.4941803838022162;0.028120100659637808;0.0;0.5270514188102213;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5165483092295922;0.01543505508877141;0.004326850123266279;0.08636268969212625;0.8636363636363636;0;5;1;0.03;observation_noise;
19;qEI;linear;False;;True;0.05;random;3.0;0.0022404293848538835;0.05782409747060944;0.5752214977617008;0.02859063969550362;0.0;0.5268186471135426;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5197867436058805;0.012196620712483064;0.004326850123266279;0.08302315608959997;0.9130434782608695;0;5;1;0.03;observation_noise;
20;qEI;linear;False;;True;0.05;random;3.0;0.002858301619161124;0.07230372706177368;0.519040912186535;0.030713137623831127;0.0;0.5282244451652075;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5221977745973578;0.009785589721005739;0.004326850123266279;0.07966692902518051;0.9166666666666666;0;5;1;0.03;observation_noise;
21;qEI;linear;False;;True;0.05;random;3.0;0.0033677581971480793;0.35087244084046365;0.46222505455963814;0.03034174728389282;0.95;0.5282061362653896;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5220849071250171;0.009898457193346477;0.004326850123266279;0.07834104567457159;0.92;0;5;1;0.03;observation_noise;
22;qEI;linear;False;;True;0.05;random;3.0;0.0031163153294888526;0.30869906866133456;0.4802823357478416;0.028111915901146728;0.8125;0.5293709638927251;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5247629622577956;0.007220402060567954;0.004326850123266279;0.07841029383078633;0.9615384615384616;0;5;1;0.03;observation_noise;
23;qEI;linear;False;;True;0.05;random;3.0;0.0028982400386481366;0.306398415776256;0.47896215190090574;0.029559135409931055;0.0;0.53006800447464;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5250485682594068;0.006934796058956749;0.004326850123266279;0.07812927240249051;0.9259259259259259;0;5;1;0.03;observation_noise;
24;qEI;linear;False;;True;0.05;random;3.0;0.0025696810993248915;0.36032217252720455;0.5694319634072742;0.0266195711704702;0.0;0.5294483509079222;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5186218474275163;0.013361516890847303;0.004326850123266279;0.07702934672470092;0.9642857142857143;0;5;1;0.03;observation_noise;
25;qEI;linear;False;;True;0.05;random;3.0;0.0025893876396172986;0.21060080108549345;0.5656768689840417;0.02667215315274815;0.0;0.5299383391422446;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.51922547050547;0.012757893812893606;0.004326850123266279;0.0782466640977493;0.9310344827586207;0;5;1;0.03;observation_noise;
26;qEI;linear;False;;True;0.05;random;3.0;0.002295955535359733;0.28770628624908506;0.6049373608772127;0.026017641764139614;0.5;0.5299477452341196;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5192698254590709;0.012713538859292717;0.004326850123266279;0.07559357249809713;0.9;0;5;1;0.03;observation_noise;
27;qEI;linear;False;;True;0.05;random;3.0;0.002131311148446879;0.19944713729043279;0.626967260747193;0.026307510636633516;0.0;0.5269378759588035;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5180491217060106;0.013934242612352987;0.004326850123266279;0.07339343024989586;0.9032258064516129;0;5;1;0.03;observation_noise;
28;qEI;linear;False;;True;0.05;random;3.0;0.0022363705902510196;0.0961711509292662;0.5897266448587586;0.026561541758701956;0.0;0.5264943418487178;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5180200201930001;0.013963344125363486;0.004326850123266279;0.07248595512318469;0.8125;0;5;1;0.03;observation_noise;
29;qEI;linear;False;;True;0.05;random;3.0;0.001947188435190035;0.12266716919822603;0.6290462024262804;0.02782865029146871;0.0;0.5268793685583009;0.5319833643183636;0.5626582374810727;0.5043029222983068;0.5182780623406911;0.013705301977672502;0.027680442020056817;0.06995609575563323;0.7878787878787878;0;5;1;0.03;observation_noise;
30;qEI;linear;False;;True;0.05;random;3.0;0.0022914406633979295;0.27710617958577344;0.5980489552924485;0.02686616716501002;0.3333333333333333;0.5265674480854081;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5178624568932237;0.014120907425139828;0.004326850123266279;0.06738431643141664;0.8235294117647058;0;5;1;0.03;observation_noise;
31;qEI;linear;False;;True;0.05;random;3.0;0.0026059778220502566;0.2925644691748341;0.5646839945256181;0.025261751964868365;0.9130434782608695;0.526384173686952;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5181352488488649;0.013848115469498712;0.004326850123266279;0.06581948830259017;0.6;0;5;1;0.03;observation_noise;
32;qEI;linear;False;;True;0.05;random;3.0;0.002128321072390636;0.10221264798308997;0.6117762434210546;0.02561596804374111;0.6842105263157895;0.5270908911864666;0.5319833643183636;0.5626582374810727;0.5363102144416299;0.5182553692866374;0.01372799503172617;0.004326850123266279;0.06504425459441412;0.7222222222222222;0;5;1;0.03;observation_noise;
33;qEI;linear;False;;True;0.05;random;3.0;0.002106326776113888;0.06079150076409256;0.5946114409588047;0.025511429396402358;0.0;0.5400851087411471;0.5319833643183636;0.5859401704257262;0.5213742382025475;0.5232179665474419;0.008765397770921668;0.010609126115816103;0.06964216211768463;0.8378378378378378;0;5;1;0.03;observation_noise;
34;qEI;linear;False;;True;0.05;random;3.0;0.001997675238028012;0.022411194313204173;0.638746290508426;0.02583760038752733;0.8;0.5469764273375515;0.5319833643183636;0.5859401704257262;0.5213742382025475;0.5225163832999598;0.00946698101840382;0.010609126115816103;0.07037251783683247;0.7368421052631579;0;5;1;0.03;observation_noise;
35;qEI;linear;False;;True;0.05;random;3.0;0.0023159195337746673;0.4195106637265291;0.5954981726493552;0.02682439395964173;0.0;0.5379946919085241;0.5319833643183636;0.5859401704257262;0.5213742382025475;0.5229190287274812;0.009064335590882378;0.010609126115816103;0.07329112297390872;0.9487179487179487;0;5;1;0.03;observation_noise;
36;qEI;linear;False;;;;;;;;;;;;0.5319833643183636;0.5859401704257262;;0.5229740652593395;0.009009299059024034;;;;0;5;1;0.03;observation_noise;
1;Random;linear;False;;True;0.05;random;3.0;0.00512172357452517;0.2969876436308335;0.1801034593190639;0.03772270320293375;1.0;0.47645185975935644;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.45728511160078844;0.07469825271757513;0.08479496699792943;;;0;5;1;0.03;observation_noise;
2;Random;linear;False;;True;0.05;random;3.0;0.0035610393557140643;0.14363701624482092;0.34855032076100756;0.03535412740391321;0.5;0.4753810651906362;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.45715287008569716;0.07483049423266641;0.08479496699792943;;;0;5;1;0.03;observation_noise;
3;Random;linear;False;;True;0.05;random;3.0;0.0037650231876068534;0.29232011268332414;0.3624607468523766;0.03330450922567613;1.0;0.47533886937746717;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.45778831602349074;0.07419504829487283;0.08479496699792943;;;0;5;1;0.03;observation_noise;
4;Random;linear;False;;True;0.05;random;3.0;0.0034726512989809322;0.2453666782281011;0.3743141649263656;0.03421631829167751;0.0;0.47436673984388933;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.45934232478616793;0.07264103953219564;0.08479496699792943;;;0;5;1;0.03;observation_noise;
5;Random;linear;False;;True;0.05;random;3.0;0.003647710366431402;0.26331922819127096;0.37706796691602773;0.03343011738844791;0.0;0.4697807945368879;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.456515261459188;0.07546810285917555;0.08479496699792943;;;0;5;1;0.03;observation_noise;
6;Random;linear;False;;True;0.05;random;3.0;0.003157834087820061;0.08859085561772974;0.39519550465431363;0.03334939609468982;0.0;0.4692404395546973;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.5227788806373366;0.009204483681026998;0.08479496699792943;;;0;5;1;0.03;observation_noise;
7;Random;linear;False;;True;0.05;random;3.0;0.004007814240820827;0.16408413171218586;0.3188939082369505;0.03340184627817956;0.5;0.46907209158599195;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4595490584825698;0.07243430583579374;0.08479496699792943;;;0;5;1;0.03;observation_noise;
8;Random;linear;False;;True;0.05;random;3.0;0.0037792373620410603;0.31985994219743036;0.3244410135698872;0.031942265701433326;0.0;0.4714053362066818;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4611763216268708;0.0708070426914928;0.08479496699792943;;;0;5;1;0.03;observation_noise;
9;Random;linear;False;;True;0.05;random;3.0;0.00235474537417687;0.12947280589529445;0.5593459377564749;0.02812395116212021;0.0;0.46978525430211265;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.41623649079571223;0.11574687352265134;0.08479496699792943;;;0;5;1;0.03;observation_noise;
10;Random;linear;False;;True;0.05;random;3.0;0.002161824294510609;0.22884905871552438;0.6325557663644419;0.026019571452755456;0.0;0.4695016983208263;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4649907402396418;0.06699262407872175;0.08479496699792943;;;0;5;1;0.03;observation_noise;
11;Random;linear;False;;True;0.05;random;3.0;0.002136878920142928;0.2625591798000204;0.6325130814363891;0.025482505410598405;0.7272727272727273;0.46897136482971347;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4671340469694661;0.06484931734889748;0.08479496699792943;;;0;5;1;0.03;observation_noise;
12;Random;linear;False;;True;0.05;random;3.0;0.0017513506890947535;0.11578773343008618;0.675771575463367;0.02578212354179693;0.0;0.46837371743801465;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.46752052370545394;0.06446284061290963;0.08479496699792943;;;0;5;1;0.03;observation_noise;
13;Random;linear;False;;True;0.05;random;3.0;0.0020927370511359296;0.20747114697116636;0.6400063783366159;0.022714601223318698;0.75;0.46732155566818545;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4705663186564926;0.06141704566187095;0.08479496699792943;;;0;5;1;0.03;observation_noise;
14;Random;linear;False;;True;0.05;random;3.0;0.0015950345483504453;0.15360744040091096;0.701977635641635;0.023603606036256157;0.7142857142857143;0.4658214427027311;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4771515770525615;0.05483178726580207;0.08479496699792943;;;0;5;1;0.03;observation_noise;
15;Random;linear;False;;True;0.05;random;3.0;0.0029578096970335078;0.2327845089865356;0.508224173665744;0.027123194118775142;0.0;0.46855244362058635;0.5319833643183636;0.49341828056775544;0.44718839732043414;0.4698074109343886;0.06217595338397497;0.08479496699792943;;;0;5;1;0.03;observation_noise;
